adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001493152-25-025179	1130166	BIO GREEN MED SOLUTION, INC.	2834	US	NJ	BERKELEY HEIGHTS	07922	200 CONNELL DRIVE	SUITE 1500	908-517-7330	US	NJ	BERKELEY HEIGHTS	07922	200 CONNELL DRIVE	SUITE 1500	US	DE	911766850	CYCLACEL PHARMACEUTICALS, INC.	20060329	4-NON	0	1231	10-K/A	20241231	2024	FY	20251126	2025-11-26 17:01:00.0	0	1	form10-ka_htm.xml	1	
0001493152-25-025181	1756064	TG-17, INC.	4899	US	MA	BOSTON	02115	292 NEWBURY STREET, NO. 485		617-648-9100	US	NY	NEW YORK	10004	85 BROAD	17TH FLOOR	US	DE	831751618			4-NON	0	1231	S-1/A	20250930			20251126	2025-11-26 17:09:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-025201	1022899	PROTAGENIC THERAPEUTICS, INC.NEW	2834	US	NY	NEW YORK	10010	149 FIFTH AVENUE	SUITE 500	(212) 994-8200	US	NY	NEW YORK	10010	149 FIFTH AVENUE	SUITE 500	US	DE	061390025	ATRINSIC, INC.	20090630	4-NON	0	0331	10-Q	20250930	2026	Q2	20251126	2025-11-26 17:27:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-025204	1679628	JUPITER NEUROSCIENCES, INC.	2834	US	FL	JUPITER	33477	1001 NORTH US HWY 1	SUITE 504	(561) 406-6154	US	FL	JUPITER	33477	1001 NORTH US HWY 1	SUITE 504	US	DE	474828381	JUPITER ORPHAN THERAPEUTICS, INC.	20160713	4-NON	0	1231	S-1	20250930			20251126	2025-11-26 17:28:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-025218	2019793	XCF GLOBAL, INC.	2860	US	NV	MCCARRAN	89434	611 PERU DRIVE		408-332-2264	US	NV	MCCARRAN	89434	611 PERU DRIVE		US	DE	000000000	FOCUS IMPACT BH3 NEWCO, INC.	20240415	4-NON	0	1231	S-1/A	20250930			20251126	2025-11-26 17:32:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-025230	2033383	FUSEMACHINES INC.	7373	US	FL	FORT LAUDERDALE	33308	2400 EAST COMMERCIAL BOULEVARD	SUITE 900	954-315-9381	US	FL	FORT LAUDERDALE	33308	2400 EAST COMMERCIAL BOULEVARD	SUITE 900			000000000	CSLM HOLDINGS INC.	20240809	4-NON	0	1231	10-Q	20250930	2025	Q3	20251128	2025-11-26 19:36:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-025236	2019793	XCF GLOBAL, INC.	2860	US	NV	MCCARRAN	89434	611 PERU DRIVE		408-332-2264	US	NV	MCCARRAN	89434	611 PERU DRIVE		US	DE	000000000	FOCUS IMPACT BH3 NEWCO, INC.	20240415	4-NON	0	1231	S-1/A	20250930			20251128	2025-11-26 21:05:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-025318	1828748	ASIAFIN HOLDINGS CORP.	7389	MY		KUALA LUMPUR	50250	SUITE 30.02, 30TH FLOOR,	MENARA KH(PROMET), JALAN SULTAN ISMAIL,	60321487170	MY		KUALA LUMPUR	50250	SUITE 30.02, 30TH FLOOR,	MENARA KH(PROMET), JALAN SULTAN ISMAIL,	US	NV	371950147			4-NON	0	1231	S-1/A	20250930			20251128	2025-11-28 09:20:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-025421	2034400	BLACK TITAN CORP	7371	US	NY	NEW YORK	10022-5064	10 EAST 53RD STREET	SUITE 3001	6012-484 4444	US	NY	NEW YORK	10022-5064	10 EAST 53RD STREET	SUITE 3001			000000000	BSKE LTD.	20240819	4-NON	0	0731	20-F	20250731	2025	FY	20251128	2025-11-28 17:17:00.0	0	1	form20-f_htm.xml	1	
0001493152-25-025591	1861622	JET.AI INC.	4522	US	NV	LAS VEGAS	89135	10845 GRIFFITH PEAK DR.,	SUITE 200	702-747-4000	US	NV	LAS VEGAS	89135	10845 GRIFFITH PEAK DR.,	SUITE 200	US	DE	000000000	OXBRIDGE ACQUISITION CORP.	20210511	4-NON	0	1231	S-1	20250930			20251201	2025-12-01 17:03:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-025636	2022097	MEDI GROUP LTD	7200			KOWLOON	00000	UNIT 15-16, 22/F., CEO TOWER	77 WING HONG STREET, CHEUNG SHA WAN	852 2388 1121			KOWLOON	00000	UNIT 15-16, 22/F., CEO TOWER	77 WING HONG STREET, CHEUNG SHA WAN	KY		000000000			4-NON	0	0630	POS AM	20250630			20251202	2025-12-01 20:41:00.0	0	1	formposam_htm.xml	1	
0001493152-25-025781	2026767	CALISA ACQUISITION CORP	6770	US	NY	NEW YORK	10018	205 W 37TH ST		203-998-5540	US	NY	NEW YORK	10018	205 W 37TH ST		KY		000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251202	2025-12-02 17:01:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-025801	1868419	CYCURION, INC.	7371	US	VA	MCLEAN	22102	1640 BORO PLACE, FOURTH FLOOR		888-341-6680	US	VA	MCLEAN	22102	1640 BORO PLACE, FOURTH FLOOR		US	DE	863720717	WESTERN ACQUISITION VENTURES CORP.	20210617	4-NON	0	1231	S-1/A	20250930			20251203	2025-12-02 18:23:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-025819	1847345	ASPIRE BIOPHARMA HOLDINGS, INC.	2834	US	FL	ESTERO	33928	23150 FASHION DRIVE, SUITE 232		561-704-8527	US	FL	ESTERO	33928	23150 FASHION DRIVE, SUITE 232		KY		000000000	POWERUP ACQUISITION CORP.	20210222	4-NON	0	1231	S-1	20250930			20251203	2025-12-02 20:59:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-025962	1938109	PINEAPPLE FINANCIAL INC.	6199			NORTH YORK	M2H3R1	111 GORDON BAKER ROAD, SUITE 200		416-371-0835			NORTH YORK	M2H3R1	111 GORDON BAKER ROAD, SUITE 200		CA	BC	000000000			4-NON	0	0831	10-K	20250831	2025	FY	20251203	2025-12-03 16:06:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-026013	1001601	MGT CAPITAL INVESTMENTS, INC.	6199	US	NC	RALEIGH	27601	150 FAYETTEVILLE STREET,	SUITE 1110	(914) 630-7430	US	NC	RALEIGH	27601	150 FAYETTEVILLE STREET,	SUITE 1110	US	DE	134148725	MGT CAPITAL INVESTMENTS INC	20070117	4-NON	0	1231	10-Q	20250331	2025	Q1	20251203	2025-12-03 17:12:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-026209	1959994	AUSTRALIAN OILSEEDS HOLDINGS LTD	2070	AU		COOTAMUNDRA	2590	126-142 COWCUMBLA STREET		02 6942 4347	AU		COOTAMUNDRA	2590	126-142 COWCUMBLA STREET		KY		000000000			4-NON	0	0630	F-1	20250630			20251204	2025-12-04 17:06:00.0	0	1	formf-1_htm.xml	1	
0001493152-25-026287	1873213	BIRDIE WIN CORP	8200	MY		SELANGOR	47301	D109, LEVEL 1, BLOCK D, KELANA SQUARE	JALAN SS 7/26, PETALING JAYA	60327764841	MY		SELANGOR	47301	D109, LEVEL 1, BLOCK D, KELANA SQUARE	JALAN SS 7/26, PETALING JAYA	US	NV	384179726			4-NON	0	0731	10-Q	20251031	2026	Q1	20251205	2025-12-05 09:31:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-026341	1001601	MGT CAPITAL INVESTMENTS, INC.	6199	US	NC	RALEIGH	27601	150 FAYETTEVILLE STREET,	SUITE 1110	(914) 630-7430	US	NC	RALEIGH	27601	150 FAYETTEVILLE STREET,	SUITE 1110	US	DE	134148725	MGT CAPITAL INVESTMENTS INC	20070117	4-NON	0	1231	10-Q	20250630	2025	Q2	20251205	2025-12-05 15:37:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-026439	1265521	POLOMAR HEALTH SERVICES, INC.	2834	US	FL	PALM HARBOR	34684	32866 US HWY. 19 N		800-490-7454	US	FL	PALM HARBOR	34684	32866 US HWY. 19 N		US	NV	861006313	TRUSTFEED CORP.	20230504	4-NON	0	1231	S-1/A	20250930			20251205	2025-12-05 17:15:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-026452	1471727	SRX HEALTH SOLUTIONS, INC.	2080	US	FL	NORTH PALM BEACH	33408	801 US HIGHWAY 1		813-792-4352	US	FL	NORTH PALM BEACH	33408	801 US HIGHWAY 1		US	DE	834284557	BETTER CHOICE CO INC.	20190315	4-NON	0	0930	10-K	20250930	2025	FY	20251205	2025-12-05 17:20:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-026455	2022097	MEDI GROUP LTD	7200			KOWLOON	00000	UNIT 15-16, 22/F., CEO TOWER	77 WING HONG STREET, CHEUNG SHA WAN	852 2388 1121			KOWLOON	00000	UNIT 15-16, 22/F., CEO TOWER	77 WING HONG STREET, CHEUNG SHA WAN	KY		000000000			4-NON	0	0630	POS AM	20250630			20251205	2025-12-05 17:25:00.0	0	1	formposam_htm.xml	1	
0001493152-25-026642	1959726	AUTOZI INTERNET TECHNOLOGY (GLOBAL) LTD.	7500			GRAND CAYMAN		SANNE TRUSTEES (CAYMAN) LIMITED, 3RD F	CITRUS GROVE,106 GORING AVE, GEORGE TOWN	(86) 13810709967			GRAND CAYMAN		SANNE TRUSTEES (CAYMAN) LIMITED, 3RD F	CITRUS GROVE,106 GORING AVE, GEORGE TOWN	KY		000000000			4-NON	0	0930	6-K/A	20250331	2025	Q2	20251208	2025-12-08 16:16:00.0	0	1	form6-ka_htm.xml	1	
0001493152-25-026643	1416876	FIRST CHOICE HEALTHCARE SOLUTIONS, INC.	8071	US	FL	MELBOURNE	32901	709 S. HARBOR CITY BLVD.	SUITE 250	(321) 725-0090	US	FL	MELBOURNE	32901	709 S. HARBOR CITY BLVD.	SUITE 250	US	DE	900687379	MEDICAL BILLING ASSISTANCE, INC.	20110107	4-NON	0	1231	S-1/A	20250930			20251208	2025-12-08 16:17:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-026653	1684688	ATLAS CRITICAL MINERALS CORP	1040	BR		MINAS GERAIS	30112-010	BELO HORIZONTE		55-31-3956-1109	BR		MINAS GERAIS	30112-010	BELO HORIZONTE		MH		000000000	JUPITER GOLD CORP	20160914	4-NON	0	1231	F-1/A	20250630			20251208	2025-12-08 16:32:00.0	0	1	formf-1a_htm.xml	1	
0001493152-25-026784	1995704	CUPRINA HOLDINGS (CAYMAN) LTD	3842	SG		SINGAPORE	169201	BLOCK 1090	LOWER DELTA ROAD, #06-08	(65) 8512 7275	SG		SINGAPORE	169201	BLOCK 1090	LOWER DELTA ROAD, #06-08	KY		000000000			4-NON	0	1231	6-K	20250630	2025	Q2	20251209	2025-12-09 08:26:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-026786	2010499	DIGINEX LTD	7374	HK		TELEGRAPH BAY	0000000	SMART-SPACE FINTECH 2, ROOM 3,	UNIT 401-404, CORE C, CYBERPORT,	852 9315 5775	HK		TELEGRAPH BAY	0000000	SMART-SPACE FINTECH 2, ROOM 3,	UNIT 401-404, CORE C, CYBERPORT,	KY		000000000			4-NON	0	0331	6-K	20250930	2026	Q2	20251209	2025-12-09 08:36:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-026813	1066764	BIMERGEN ENERGY CORP	4911	US	CA	NEWPORT BEACH	92660	895 DOVE STREET	SUITE 300	(855) 777-0888	US	CA	NEWPORT BEACH	92660	895 DOVE STREET	SUITE 300	US	DE	980187705	BITECH TECHNOLOGIES CORP	20220505	4-NON	0	1231	S-1/A	20250930			20251209	2025-12-09 13:35:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-026856	1826011	BANZAI INTERNATIONAL, INC.	7372	US	WA	BAINBRIDGE ISLAND	98110	435 ERICKSEN AVE NE	SUITE 250	2064141777	US	WA	BAINBRIDGE ISLAND	98110	435 ERICKSEN AVE NE	SUITE 250	US	DE	000000000	7GC & CO. HOLDINGS INC.	20200924	4-NON	0	1231	S-1	20250930			20251209	2025-12-09 16:27:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-027060	1005731	IDT CORP	4813	US	NJ	NEWARK	07102	520 BROAD ST		973 438 1000	US	NJ	NEWARK	07102	520 BROAD STREET		US	DE	223415036			1-LAF	0	0731	10-Q	20251031	2026	Q1	20251210	2025-12-10 15:55:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027065	1869601	EMBRACE CHANGE ACQUISITION CORP.	6770	US	CA	SAN DIEGO	92121	5186 CARROLL CANYON RD		(858) 688-4965	US	CA	SAN DIEGO	92121	5186 CARROLL CANYON RD		KY		000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251210	2025-12-10 16:06:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027066	1527762	CHAINCE DIGITAL HOLDINGS INC.	6199	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS, FL 33,		(8610) 6266 8858	US	NY	NEW YORK	10019	1330 AVENUE OF THE AMERICAS, FL 33,				000000000	MERCURITY FINTECH HOLDING INC.	20200501	2-ACC	0	1231	6-K	20250630	2025	Q2	20251210	2025-12-10 16:06:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-027084	1471727	SRX HEALTH SOLUTIONS, INC.	2080	US	FL	NORTH PALM BEACH	33408	801 US HIGHWAY 1		813-792-4352	US	FL	NORTH PALM BEACH	33408	801 US HIGHWAY 1		US	DE	834284557	BETTER CHOICE CO INC.	20190315	4-NON	0	0930	S-1/A	20250930			20251210	2025-12-10 17:02:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-027102	27093	U.S. GOLD CORP.	1000	US	NV	ELKO	89801	SUITE 102 - BOX 604	1910 E IDAHO STREET	6097990071	US	NV	ELKO	89801	SUITE 102 - BOX 604	1910 E IDAHO STREET	US	NV	221831409	DATARAM CORP	19920703	4-NON	0	0430	10-Q	20251031	2026	Q2	20251210	2025-12-10 17:29:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027126	1746119	VANGUARD GREEN INVESTMENT LTD	7200	TW		TAIPEI CITY	106427	RM. 5, 7F., NO. 296, SEC. 4, XINYI RD.,	DA AN DIST.,	886 0905153139	TW		TAIPEI CITY	106427	RM. 5, 7F., NO. 296, SEC. 4, XINYI RD.,	DA AN DIST.,	US	NV	301089215	MU GLOBAL HOLDING LTD	20180711	4-NON	0	0731	10-Q	20251031	2026	Q1	20251211	2025-12-11 06:03:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027153	2027360	REDCLOUD HOLDINGS PLC	5990	GB		LONDON	EC2M 7PY	50 LIVERPOOL STREET		4402077543735	GB		LONDON	EC2M 7PY	50 LIVERPOOL STREET		GB		000000000			4-NON	0	1231	6-K	20250630	2025	Q2	20251211	2025-12-11 07:49:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-027210	1862463	ALPHA MODUS HOLDINGS, INC.	6794	US	NC	CORNELIUS	28031	20311 CHARTWELL CENTER DR., #1469		(704) 252-5050	US	NC	CORNELIUS	28031	20311 CHARTWELL CENTER DR., #1469		US	DE	863386030	ALPHA MODUS HOLDINGS, INC.	20241219	4-NON	0	1231	S-1	20250930			20251211	2025-12-11 13:36:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-027240	1610820	BRIACELL THERAPEUTICS CORP.	2834	CA	BC	WEST VANCOUVER	V7T 2X1	3RD FLOOR, BELLEVUE CENTRE, 235-15TH STR		(604) 921-1810	CA	BC	WEST VANCOUVER	V7T 2X1	3RD FLOOR, BELLEVUE CENTRE, 235-15TH STR		CA	BC	000000000	ANSELL CAPITAL CORP.	20140613	4-NON	0	0731	10-Q	20251031	2026	Q1	20251211	2025-12-11 16:06:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027297	1375793	METALERT, INC.	3663	US	CA	LOS ANGELES,	90015	117 WEST 9TH STREET,	SUITE 1214,	604-808-6211	US	CA	LOS ANGELES,	90015	117 WEST 9TH STREET,	SUITE 1214,	US	NV	980493446	GTX CORP	20080313	4-NON	0	1231	10-Q	20250630	2025	Q2	20251211	2025-12-11 17:23:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027332	1767057	OSPREY BITCOIN TRUST	6221	US	CT	FAIRFIELD	06824	1241 POST ROAD	2ND FLOOR	914-214-4697	US	CT	FAIRFIELD	06824	1241 POST ROAD	2ND FLOOR	US	DE	832424407			4-NON	0	1231	S-1/A	20250930			20251212	2025-12-11 20:14:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-027350	1935033	KEEMO FASHION GROUP LTD	5130	CN		GUANGDONG	518052	69 WANKE BOYU, XILI LUXIN 1ST RD	NANSHAN DISTRICT	8617612822030	CN		GUANGDONG	518052	69 WANKE BOYU, XILI LUXIN 1ST RD	NANSHAN DISTRICT	US	NV	320686375			4-NON	0	0731	10-Q	20251031	2026	Q1	20251212	2025-12-12 06:05:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027367	1066764	BIMERGEN ENERGY CORP	4911	US	CA	NEWPORT BEACH	92660	895 DOVE STREET	SUITE 300	(855) 777-0888	US	CA	NEWPORT BEACH	92660	895 DOVE STREET	SUITE 300	US	DE	980187705	BITECH TECHNOLOGIES CORP	20220505	4-NON	0	1231	S-1/A	20250930			20251212	2025-12-12 07:39:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-027392	1172178	LIBERTY STAR URANIUM & METALS CORP.	1000	US	AZ	TUCSON	85701	2 EAST CONGRESS ST.	STE 900	520-425-1433	US	AZ	TUCSON	85701	2 EAST CONGRESS ST.	STE 900	US	NV	270019071	LIBERTY STAR GOLD CORP	20040210	4-NON	0	0131	10-Q	20251031	2026	Q3	20251212	2025-12-12 11:10:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027423	1001601	MGT CAPITAL INVESTMENTS, INC.	6199	US	NC	RALEIGH	27601	150 FAYETTEVILLE STREET,	SUITE 1110	(914) 630-7430	US	NC	RALEIGH	27601	150 FAYETTEVILLE STREET,	SUITE 1110	US	DE	134148725	MGT CAPITAL INVESTMENTS INC	20070117	4-NON	0	1231	10-Q	20250930	2025	Q3	20251212	2025-12-12 13:07:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027486	1672571	ANTIAGING QUANTUM LIVING INC.	7331	US	NY	FLUSHING	11354	135-22 NORTHERN BLVD	2ND FL	9174705393	US	NY	FLUSHING	11354	135-22 NORTHERN BLVD	2ND FL	US	NY	472643986	ACHISON INC	20160419	4-NON	0	0331	S-1	20250930			20251212	2025-12-12 16:12:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-027496	1297937	PARKS AMERICA, INC	7990	US	GA	PINE MOUNTAIN	31822	1300 OAK GROVE RD		706-663-8744	US	GA	PINE MOUNTAIN	31822	1300 OAK GROVE RD		US	NV	910626756	GREAT AMERICAN FAMILY PARKS INC	20040721	4-NON	0	0930	10-K	20250930	2025	FY	20251212	2025-12-12 16:26:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-027516	1938109	PINEAPPLE FINANCIAL INC.	6199			NORTH YORK	M2H3R1	111 GORDON BAKER ROAD, SUITE 200		416-371-0835			NORTH YORK	M2H3R1	111 GORDON BAKER ROAD, SUITE 200		CA	BC	000000000			4-NON	0		S-1	20250831			20251212	2025-12-12 16:48:00.0	0	1	forms-1_htm.xml	1	
0001493152-25-027644	1378140	OCEAN POWER TECHNOLOGIES, INC.	4911	US	NJ	MONROE TOWNSHIP	08831	28 ENGELHARD DRIVE	SUITE B	609-730-0400	US	NJ	MONROE TOWNSHIP	08831	28 ENGELHARD DRIVE	SUITE B	US	NJ	222535818	OCEAN POWER TECHNOLOGIES, INC.	20061012	4-NON	0	0430	10-Q	20251031	2026	Q2	20251215	2025-12-15 07:01:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027652	1853070	VOLATO GROUP, INC.	4522	US	GA	CHAMBLEE	30341	1954 AIRPORT ROAD	SUITE 124	844-399-8998	US	GA	CHAMBLEE	30341	1954 AIRPORT ROAD	SUITE 124	US	DE	862707040	PROOF ACQUISITION CORP I	20210324	4-NON	0	1231	S-4	20250930			20251215	2025-12-15 07:57:00.0	0	1	forms-4_htm.xml	1	
0001493152-25-027661	1584693	SAFESPACE GLOBAL CORP	7900	US	TN	KNOXVILLE	37919	311 S. WEISGARBER ROAD		865-237-4448	US	TN	KNOXVILLE	37919	311 S. WEISGARBER ROAD				851173741	HEALTHCARE INTEGRATED TECHNOLOGIES INC.	20180521	4-NON	0	0731	10-Q	20251031	2026	Q1	20251215	2025-12-15 09:01:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027710	820771	GOLIATH FILM & MEDIA HOLDINGS	7822	US	CA	LOS ANGELES	90048	640 S SAN VICENTE BOULEVARD	FIFTH FLOOR	2135375730	US	CA	LOS ANGELES	90048	640 S SAN VICENTE BOULEVARD	FIFTH FLOOR			272895668	CHINA ADVANCED TECHNOLOGY	20110531	4-NON	0	0430	10-Q	20251031	2026	Q2	20251215	2025-12-15 13:44:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027749	1006028	PURE BIOSCIENCE, INC.	2890	US	CA	EL CAJON	92019	771 JAMACHA ROAD #512		619-596-8600	US	CA	EL CAJON	92019	771 JAMACHA ROAD #512		US	DE	330530289	PURE BIOSCIENCE	20031029	4-NON	0	0731	10-Q	20251031	2026	Q1	20251215	2025-12-15 16:11:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027753	1482554	HARTFORD CREATIVE GROUP, INC.	7374	US	CA	ROSEMEAD	91770	8832 GLENDON WAY		626-656-6192	US	CA	ROSEMEAD	91770	8832 GLENDON WAY		US	NV	205422795	HARTFORD GREAT HEALTH CORP.	20181030	4-NON	0	0731	10-Q	20251031	2026	Q1	20251215	2025-12-15 16:31:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027757	1940674	SMX (SECURITY MATTERS) PUBLIC LTD CO	3590	IE		DUBLIN 4	D04 T4A6	MESPIL BUSINESS CENTRE, MESPIL HOUSE	SUSSEX ROAD	353 1 920 1000	IE		DUBLIN 4	D04 T4A6	MESPIL BUSINESS CENTRE, MESPIL HOUSE	SUSSEX ROAD	IE		000000000	EMPATAN PUBLIC LTD CO	20220801	4-NON	0	1231	6-K	20250630	2025	Q2	20251215	2025-12-15 16:46:00.0	0	1	form6-k_htm.xml	1	
0001493152-25-027769	1414767	NETCAPITAL INC.	6199	US	MA	BOSTON	02111	1 LINCOLN STREET		(781) 925-1700	US	MA	BOSTON	02111	1 LINCOLN STREET		US	UT	870409951	VALUESETTERS INC.	20140924	4-NON	0	0430	10-Q	20251031	2026	Q2	20251215	2025-12-15 17:02:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027782	1482541	CEA INDUSTRIES INC.	0700	US	CO	BOULDER	80301	1780 55TH STREET, SUITE C		303-993-5271	US	CO	BOULDER	80301	1780 55TH STREET, SUITE C		US	NV	273911608	SURNA INC.	20100128	4-NON	0	0430	10-Q	20251031	2026	Q2	20251215	2025-12-15 17:14:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027783	2067767	OFF THE HOOK YS INC.	3730	US	NC	WILMINGTON	28401	1701 JEL WADE DR		(910) 772 9277	US	NC	WILMINGTON	28401	1701 JEL WADE DR		US	NV	332636992			4-NON	0	1231	10-Q	20250930	2025	Q3	20251215	2025-12-15 17:16:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027790	2071607	BM ACQUISITION CORP.	6770			43500 SELANGOR	00000	LOT 680, JALAN BATU 1 1/2,	BANGI, SEMENYITH	6010-888-8777			43500 SELANGOR	00000	LOT 680, JALAN BATU 1 1/2,	BANGI, SEMENYITH	KY		000000000			4-NON	0	1231	POS AM	20250930			20251215	2025-12-15 17:20:00.0	0	1	formposam_htm.xml	1	
0001493152-25-027793	84112	GEORGE RISK INDUSTRIES, INC.	3669	US	NE	KIMBALL	69145	802 SOUTH ELM		3082354645	US	NE	KIMBALL	69145	802 S ELM ST		US	CO	840524756	RISK GEORGE INDUSTRIES INC	19920703	4-NON	0	0430	10-Q	20251031	2026	Q2	20251215	2025-12-15 17:20:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027802	82473	INNSUITES HOSPITALITY TRUST	6798	US	AZ	PHOENIX	85020	INNSUITES HOTELS CENTRE	1625 E NORTHERN AVE STE 105	2166220046	US	OH	CLEVELAND	44115	925 EUCLID AVENUE	SUITE 1750	US	OH	346647590	REALTY REFUND TRUST	19920703	4-NON	0	0131	10-Q	20251031	2026	Q3	20251215	2025-12-15 17:28:00.0	0	1	form10-q_htm.xml	1	
0001493152-25-027805	1961847	INNO HOLDINGS INC.	3317	US	TX	BROOKSHIRE	77423	2465 FARM TO MARKET 359 SOUTH		800-909-8800	US	TX	BROOKSHIRE	77423	2465 FARM TO MARKET 359 SOUTH		US	TX	000000000			4-NON	0	0930	10-K	20250930	2025	FY	20251215	2025-12-15 17:29:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-027810	1940674	SMX (SECURITY MATTERS) PUBLIC LTD CO	3590	IE		DUBLIN 4	D04 T4A6	MESPIL BUSINESS CENTRE, MESPIL HOUSE	SUSSEX ROAD	353 1 920 1000	IE		DUBLIN 4	D04 T4A6	MESPIL BUSINESS CENTRE, MESPIL HOUSE	SUSSEX ROAD	IE		000000000	EMPATAN PUBLIC LTD CO	20220801	4-NON	0	1231	F-1	20250630			20251215	2025-12-15 17:32:00.0	0	1	formf-1_htm.xml	1	
0001493152-25-027811	1668010	DIGITAL BRANDS GROUP, INC.	5600	US	CA	VERNON	90058	4700 S. BOYLE AVE		(720)937-9286	US	CA	VERNON	90058	4700 S. BOYLE AVE		US	DE	461942864	DENIM LA, INC.	20160225	4-NON	0	1231	S-1/A	20250930			20251215	2025-12-15 17:32:00.0	0	1	forms-1a_htm.xml	1	
0001493152-25-027813	2034400	BLACK TITAN CORP	7371	US	NY	NEW YORK	10022-5064	10 EAST 53RD STREET	SUITE 3001	6012-484 4444	US	NY	NEW YORK	10022-5064	10 EAST 53RD STREET	SUITE 3001			000000000	BSKE LTD.	20240819	4-NON	0		F-1/A	20250731			20251216	2025-12-15 17:53:00.0	0	1	formf-1a_htm.xml	1	
0001493152-25-027978	1106838	SONNET BIOTHERAPEUTICS HOLDINGS, INC.	2834	US	NJ	PRINCETON	08540	100 OVERLOOK CENTER	SUITE 102	609-375-2227	US	NJ	PRINCETON	08540	100 OVERLOOK CENTER	SUITE 102	US	DE	522102141	CHANTICLEER HOLDINGS, INC.	20050510	4-NON	0	0930	10-K	20250930	2025	FY	20251216	2025-12-16 16:45:00.0	0	1	form10-k_htm.xml	1	
0001493152-25-027979	1940674	SMX (SECURITY MATTERS) PUBLIC LTD CO	3590	IE		DUBLIN 4	D04 T4A6	MESPIL BUSINESS CENTRE, MESPIL HOUSE	SUSSEX ROAD	353 1 920 1000	IE		DUBLIN 4	D04 T4A6	MESPIL BUSINESS CENTRE, MESPIL HOUSE	SUSSEX ROAD	IE		000000000	EMPATAN PUBLIC LTD CO	20220801	4-NON	0	1231	6-K/A	20250630	2025	Q2	20251216	2025-12-16 16:46:00.0	0	1	form6-ka_htm.xml	1	
0001493152-25-028045	2056016	RADIANT STRATEGIES CORP	8742			KUALA LUMPUR		NO.15 JALAN 17/42	TAMAN KOK DOH SEGAMBUT	60166612008			KUALA LUMPUR		NO.15 JALAN 17/42	TAMAN KOK DOH SEGAMBUT	US	NV	000000000			4-NON	0	0430	10-Q	20251031	2026	Q2	20251217	2025-12-17 06:24:00.0	0	1	form10-q_htm.xml	1	
